user description,class
Jesus is coming back soon,1
:United_States::Poland::Italy:2A :fire: Biden is a puppet - never except the Fraud. Enemy of the brainwashed. Always Question Authority,1
"Woman of No Color, Proud Mother, Grandma American woman of Irish Catholic Descent",1
+65  :rainbow_flag:,1
"I am a #Bible believing, #GOD loving, #Gun Toting, #Constitutional #Conservative, #Unreconstructed, Son of the South ! #NonConformist #VETERAN, TRUMP WON !!",1
"Walker US, Inc. Head Coach: Ocean Township Varsity Ice Hockey Ex-Chief ('20): Pt. Pleasant Beach FD  Canisius College '94",1
"Ego sum, qui sum. - Ja sam koji jesam",1
"NO:prohibited: DM's especially about Forex, crypto - Married, #MAGA IFBA #Patriots, #AllLivesMatter, #AmericaFirst, #2A, #KAGA, #BackTheBlue",1
None,1
Engineer - veteran,1
Oxford's French drag princess :France::United_Kingdom: PhD scientist by day :test_tube: Zumba instructor in the evening :woman_dancing_medium-light_skin_tone: and glamazon by night :mirror_ball: Proud trans ally :transgender_flag:,1
"(Sire/My Lord) Shark Tamer, Horse Whisperer, Husband, Parent, Conservative, Fighter. Retired US Army. My favorite dinosaur is Spinosaurus. Let's go, Brandon!",1
here to make your day a little brighter :sparkles:,1
Conservative. Christian. 1A 2A MAGA No DM's. Abortion is not healthcare. Pre-wrath Eschatology,1
"Interested in World Politics, NZ, Health; staying connected with whats happening in the world. #pol #NZ #She",1
None,1
"Home is on the range, sits tall in the saddle....sometimes takes the difficult path... Happy Trails to You.",1
None,1
hoi hoi oke,1
"In it for the long haul: biostats, travel, ecology. Real Science is not a religion, however The Science:trade_mark: unfortunately has become a powerful + hateful cult.",1
We are living dangerous times,1
Irish Born NY transplant . Dual citizenship love everyone equally . serious Hugger . Don't be afraid to accept my Love .,1
"""But Europe is not to be saved by any single man. England has saved herself by her exertions and will, as I trust, save Europe by her example""! Pitt 1805",1
"Grandfather, Lawyer, ex US Army. Respects Oath to Support/Defend the US Constitution. Loves; God, Family, Friends, Neighbors, Boats, Where I am, & Who I'm With",1
My pronouns are Lord/Milord,1
E=mc^2 where E - rate of ECONOMIC INFLATION m - rate of MONEY CREATION by the banks c - number of CORRUPTS,1
"ULTRANavyVeteran, Conservative MAGA Florida, :red_heart:God & Family,:red_heart:My POM Bruno:red_heart:Freedom, Truth Tellers, Natural Health, Animals, Music, Art, Earth & Life Science etc..",1
None,1
None,1
None,1
Former lifelong Democrat cured by Obama and NEVER going back. Family of Veterans. MAGA=America FIRST!,1
"Retired firefighter/paramedic IAFF(Ret'd), exercise is key to good mental health, workout addict, self def instructor, camaro owner #TrudeauWorstPMEver :syringe::syringe::prohibited:",1
None,1
Former lifelong Democrat cured by Obama and NEVER going back. Family of Veterans. MAGA=America FIRST!,1
None,1
"Every impossibility or improbability can be a possibility or probability, keep an open mind. Interests, ancient history, technology, politics, sociology.",1
"2nd Account. Common sense, pureblood, patriot, Married Mom of 2 Sons & a :parrot::United_States:Liberty, Justice and FREE SPEECH for ALL. :United_States:USN :anchor::eagle:USAF :airplane::eagle::United_States: MAGA:United_States:",1
:crossed_swords::Vatican_City::crossed_swords:,1
Only Conservatives can balance a budget.,1
Plant & Rabbit Mom :rabbit::deciduous_tree::evergreen_tree::seedling:,1
"Seriously, dude, you don't wanna know what I've been up to. American family of 400 years, family of the crusades and early Texans.",1
"ULTRANavyVeteran, Conservative MAGA Florida, :red_heart:God & Family,:red_heart:My POM Bruno:red_heart:Freedom, Truth Tellers, Natural Health, Animals, Music, Art, Earth & Life Science etc..",1
Mom :family_woman_girl_boy: Wife :woman_and_man_holding_hands_medium-light_skin_tone: Conservative :red_heart: Christian :latin_cross: Patriot :U.S._Outlying_Islands:,1
None,1
Just a dude who replies to things when bored.,1
"#FSU, Engineer/Designer, Retired USAF, Extreme Outdoors",1
"My Thoughts, Ideas & likes - Not PC in any way Bollocks to WEF NWO etc",1
"Randy has been fishing all of his life, and he is returning after a hiatus to this great sport.",1
Have fun...life's short.,1
Peroglyfer – Machine Learning changes math. Math changes everything.,1
"ULTRANavyVeteran, Conservative MAGA Florida, :red_heart:God & Family,:red_heart:My POM Bruno:red_heart:Freedom, Truth Tellers, Natural Health, Animals, Music, Art, Earth & Life Science etc..",1
"Artist, art lover, bird watcher, garden creator, nature lover, wanderer, smart ass.",1
None,1
Honest,1
"Independent, Christian, conservative, #NRA, Army vet, armed and semi-dangerous. I stand with #Israel #backtheblue",1
Writer of interesting things Observer of all things physical & spiritual Will weep w/those who struggle & Rejoice w/those who succeed Servant of God Most High,1
"#TRUMP45 PRAY FOR AMERICA #LGBFJB Retired truck driver a Mechanic , Biker :Italy: 1A-2A :United_States: !!NO DM'S!! N on Gettr@oleStoney ( NO DM) now on TS @OleStoney",1
"MAGA Wife, Mother, Military Mother, Grandmother. Lovin the country life. Together we got this! MAGA Strong! No DM'S!",1
Junior Navigation Officer,1
None,1
None,1
Love BIOSPHERE EARTH = B kind 2 Dirt protect your neighbors next door or around the world whether you like them or not  Love is a true power of the universe,1
Love BIOSPHERE EARTH = B kind 2 Dirt protect your neighbors next door or around the world whether you like them or not  Love is a true power of the universe,1
None,1
Calif. native. Conservative. Dropped being dem after the Clintons took China $$ in the 90's-why can't I post a US flag here? #MAGA - we need a new party.,1
I know I am a sinner saved by the grace of God not of my own understanding! Washed in the blood of the lamb! Jesus Holy!,1
None,1
"I am a humble servant of the Lord Jesus Christ. My help comes from the LORD, the Maker of heaven and earth. PS 121:2",1
"""Whole Food Raw Foodism"" Founder, Diagnostic Face Reading & Health Expert, Author, Educator, NOT A DOC as I teach DOCS, clarifying the rules of health daily. Θ∞",1
"Co founder _URL_ Entrepreneur, Solar Energy, Satirist, Libertarian. I am your mirror",1
"55 yr old, politically homeless. Disagree with illegal immigration. Love The Walking Dead. Hate woke crap. NO DM'S!",1
Union Stagehand,1
A little of everything. #ResistMassInfection #Parenting #blogger #COVIDisAirborne,1
REBLOGGER This page contains nudity This page contains rants This page has unpopular opinions,1
None,1
None,1
None,1
None,1
None,1
None,1
"ULTRA MAGA, PRO 1A AND 2A . FOLLOW ME AND I WILL FOLLOW YOU BACK. IMPEACH BIDEN, PUT AMERICA BACK THE WAY IT WAS BEFORE THE SENILE PEDOPHILE BIDEN STUMBLED IN",1
A hard working man.,1
None,1
None,1
None,1
"A trustworthy source for news with commentary, analysis, opinion polls and a variety of worthwhile quotes.",1
None,1
"A trustworthy source for news with commentary, analysis, opinion polls and a variety of worthwhile quotes.",1
"MOM OF MULTIPLES TRIPLETS AND WIFE OF ATTY. FRANK POLICELLI* SPORTS, POLITICS, LAW, & EQUALITY OF #ALLLIVESMATTER & #AMERICA1ST INTERESTS #GOD1ST",1
#actuallyautistic. I use the mute button often ~ poor/disabled/leftist/anti-fascist ~ in emergency housing ~ ko-fi link below to help me survive capitalism,1
None,1
"I love the Lord, Vietnam Era veteran, grandmother of 3 incredible grandsons, retired and enjoying it.",1
None,1
"Protect the kids - wake up the sleeping- present the other side. Respect others, Be honest, love Australia.",1
Conservative old white guy Not going to be silent anymore Trump supporter Let's go brandon,1
𝙼𝚎𝚣𝚣𝚘𝚊𝚐𝚐𝚛𝚎𝚜𝚜𝚘𝚛 𝚖𝚊𝚗𝚚𝚞é.,1
"""I will not be pushed, filed, stamped, indexed, debriefed or numbered. My life is my own."" #6  . No DM's . I block seminar posters.",1
":United_States: West coast, USA.:United_States: :wine_glass::tropical_drink::beer_mug::tumbler_glass: To the liberal progressive activist dumbass democrats: Fuck you and the donkey that cums in you. Repeat the line. :rolling_on_the_floor_laughing:",1
I am for Freedom of Speech. All thoughts and opinions are my own. So happy Elon bought Twitter. #conservativemovement,1
boy & cat mom. writer. Hamptonian #QT5. PG County MD native. sports & politics obsessed. Jeopardy's biggest fan. sometimes I'm funny but only by accident.,1
Regenerated TransCisVestite activist and comedian,1
The Simpsons predicted EVERYTHING! #Twitmo101 #Conservative NOT Republican... Keep gvmt out my ass! #2A #ProLife #Freedom #AntiJab,1
None,1
The Simpsons predicted EVERYTHING! #Twitmo101 #Conservative NOT Republican... Keep gvmt out my ass! #2A #ProLife #Freedom #AntiJab,1
None,1
None,1
At no time in history have the people forcing others into compliance been the good guys :United_States: | #1a | #2a |#shallnotbeinfringed | #fjb | #letsgobrandon,1
(he/him) PMHNP :rainbow_flag::transgender_flag:| personal account | probably tweeting stupid shit until i get pissed like about monkeypox | aprendendo :Brazil:,1
"Author of Tell Your Children and Pandemia. Back and better than ever. For more information, sign up for my Substack at _URL_",1
Homelessness in Ireland. WHY?,1
Raised by lesbians in the 80s living in a misogynist world. Yet I would vote for the Conservatives and Republicans today because the CCP is our #1 enemy,1
James 4:7 RESIST the devil and he will FLEE from you! TRUST the promise of Psalm 91. :crossed_swords::shield:MOLON LABE:shield::crossed_swords: Illigitimus non Carborundum,1
"Bi, burner account for trolling /talking shit, :up_arrow:",1
None,1
I stand with the current thing. Agree with anything and everything.  Not enough space for all the flags and emojis.  Just to gain followers. ~ Efjusikay Ouefef,1
None,1
Tired of the cancel culture and social bull,1
"Human Rights Activist,Entrepreneur,Global Activist against covid-19 its "" Shit-19"", No to drugs & Alchol, A Professional, Business _URL_ Director, Producer",1
@AJWasRight - Posts all INFOWARS Articles - @introwars _URL_ _URL_ / _URL_ _URL_ (Not @RealAlexJones),1
None,1
I'm a country lawyer in the Bronx.,1
"I am one of many who hired Congress and one of many who can fire them! GOD, COUNTRY & FAMILY! America is a CONSTITUTIONAL REPUBLIC! AMERICA FIRST!",1
"Sinner saved by grace, Jesus is the only way! Married with a daughter and grandson. I support Kandiss Taylor for Governor of Georgia",1
go fix your shit don't worry bout mines it's all good :two_hearts:,1
....those that were seen dancing were thought to be insane by those who could not hear the music.,1
Walking the Wales Coast Path. Camus would say I do it to bring meaning into my life. I do it because of the beauty I see in Gods wonderful creation,1
"Happily married for 17 years and have 3 fur babies...2 #cats, 1 #dog. I am #LivingWithLupus. 21-22 is my 27th year of #Teaching #Health and #Science!!",1
Observer,1
"The Home of D'Falov Air Carriers! With every flight you get a little Cap'n Rich Hertz, our Chief Pilot. Let me repeat the line. dog:@tedleylopez",1
Creator of 1.4MM Member Grass Roots Political Action Group & Host of Political Talk Radio Show Speak Out America Now with Peter J. Dawson.,1
Creator of 1.4MM Member Grass Roots Political Action Group & Host of Political Talk Radio Show Speak Out America Now with Peter J. Dawson.,1
None,1
"I fight for the users. I fight for the programs. I fight for truth, justice and the American Way. I am Krimsen King ;)",1
"Jedi Possibilitarian, ENFP, collector of rocks, moon admirer, musician, archeology enthusiast, cat servant, and sometimes I visit earth just to watch humans.",1
Physician .,1
None,1
Creator of 1.4MM Member Grass Roots Political Action Group & Host of Political Talk Radio Show Speak Out America Now with Peter J. Dawson.,1
"Christian, Conservative Trump won Hubby Vietnam Vet Navy. ULTRA MAGA,Hey you guys, ""I'm back!!! DO NOT DIRECT MESSAGE ME OR YOU WILL BE BLOCKED :Italy::spaghetti::pizza::United_States:",1
Why....?,1
Free thinking Pureblood,1
BGS,1
"ER Nurse. Patriot, MAGA, :United_States:",1
None,1
#AmericaFirst :U.S._Outlying_Islands: #Christian #musician and #apologist #ThisBurningBush #beatdrum #USNavy #veteran,1
just here to read the news | Instagram: apfl_apfl,1
"I rant about sports (but bad at it), occasional TV, tech & general stuff | @menizfti :red_heart:",1
"Nomadiç. Adaptable & resilient. Old soul, analytic, intellectually curious. Embrace all humanity, in God's image. Fix Election integrity! MAGA 100%! #1776",1
None,1
None,1
VERY tired,1
I'm the devil. I can do what I want,1
None,1
Primarily political & crypto/forex commentary.,1
"Coffee Bean Tomas. #Conservative by choice, Republican by necessity, Firearm #2A enthusiast & #NRA life member, #Veteran, 1990-91 Gulf War.",1
None,1
I identify as a chaga drinking Libertarian fairy.,1
#BUYBACKALLSOUTERNPLANTATIONS! LETS RECLAIM OUR STOLEN LAND!!,1
"I'm BACK! Quit Twit when Trump was banned Stop Rolling Downhill Like A Snowball Headed For Hell! Hold the line Patriots. . .  #MAGA ""covfefe""",1
None,1
LETS DOOO IT!!,1
Northeastern Graduate with honors,1
National security. Current events. Iced Coffee Tweets do not reflect my views or the views of my employer,1
"Married to Dave, proud Mom of 3, AF Mom, Mimi to 4 Grandboys, animal lover/rescuer, Dallas Cowboys fan, AF Falcons fan for life, conservative, Christian.",1
Mysteriously Unnamed  LiberteTonNom Under fascist assault,1
None,1
"To thine own self be true..never try to fit in..If u r going to be an eagle you cant hang with the chickens..I'm a good fren, a lover of life n gd ppl.. :red_heart:Nippy",1
